Site,Date,EnteroCount,FourDayRainTotal,SampleCount,EnteroCount1
Esopus Creek Entrance,9/17/2009,82,0,43,82
Rondout- Eddyville Anchorage,8/20/2011,82,1.1,45,82
Congress St. Bridge- Troy,5/19/2011,81,1.6,38,81
Albany Rowing Dock,10/15/2012,81,1.4,36,81
Orangetown STP Outfall,9/15/2009,81,0,57,81
Newtown Creek- Dutch Kills,7/2/2008,81,0.6,57,81
Piermont Pier,9/26/2008,80,1.7,187,80
Orangetown STP Outfall,7/20/2008,80,0,57,80
Pier 96 Kayak Launch,7/14/2008,80,0.5,39,80
Upper Sparkill Creek,4/12/2010,79,0.3,165,79
Dyckman Street Beach,7/14/2008,79,0.5,38,79
125th St. Pier,8/1/2007,79,0.4,66,79
Poughkeepsie Launch Ramp,10/15/2010,78,1.5,37,78
Cold Spring Harbor,6/9/2009,78,0.9,35,78
Upper Sparkill Creek,7/19/2009,78,0.1,165,78
Marlboro Landing,7/30/2009,77,0.5,35,77
Upper Sparkill Creek,5/14/2009,77,0,165,77
Dunn Memorial Bridge- Albany,7/14/2011,76,0.3,38,76
Dunn Memorial Bridge- Albany,8/24/2009,76,2.8,38,76
Athens,6/18/2010,76,0.2,35,76
Rondout- Eddyville Anchorage,10/27/2012,76,0.2,45,76
Poughkeepsie Drinking Water Intake,10/18/2011,76,0.1,38,76
Upper Sparkill Creek,9/8/2009,76,0,165,76
Albany Rowing Dock,6/24/2013,75,1.4,36,75
Hudson Landing Ramp,6/4/2013,75,1.2,37,75
Annesville Creek,6/23/2009,75,0.7,38,75
Cedar Pond Brook,12/6/2006,75,0,47,75
Nyack Launch Ramp,5/10/2010,75,0.1,61,75
Tarrytown Marina,6/12/2012,75,0,27,75
Piermont Pier,5/13/2009,75,0,187,75
Piermont Pier,2/5/2009,75,0.2,187,75
Saw Mill River,9/15/2011,75,0,50,75
Yonkers STP Outfall,8/14/2013,75,1,51,75
Dyckman Street Beach,5/16/2011,75,1.1,38,75
Dyckman Street Beach,6/19/2013,75,0.2,38,75
North River STP at 145th,11/8/2012,75,1.2,47,75
Hudson Landing Ramp,7/2/2011,74,2.1,37,74
Ulster Landing Beach,6/3/2013,74,1.3,36,74
Furnace Brook,6/20/2013,74,0.5,48,74
Nyack Launch Ramp,4/6/2010,74,0,61,74
Tarrytown Marina,9/27/2008,74,1.7,27,74
Piermont Pier,7/22/2010,74,1.5,187,74
Orangetown STP Outfall,8/21/2008,74,0,57,74
Harlem River- Washington Bridge,6/19/2013,74,0.2,47,74
Harlem River- Washington Bridge,9/10/2012,74,0.4,47,74
North River STP at 145th,6/19/2013,74,0.2,47,74
79th St. mid-channel,5/16/2011,74,1.1,49,74
Pier 96 Kayak Launch,10/21/2011,74,1.1,39,74
"Castle Point, NJ",10/21/2011,74,1.1,39,74
Newtown Creek- Metropolitan Ave. Bridge,10/16/2013,74,0,57,74
Peekskill Riverfront Green Park,7/22/2010,73,1.5,42,73
Nyack Launch Ramp,10/13/2010,73,0.3,61,73
Nyack Launch Ramp,6/28/2010,73,0,61,73
Tarrytown Marina,8/15/2013,73,1.1,27,73
Upper Sparkill Creek,5/19/2009,73,0.2,165,73
Yonkers mid-channel,10/18/2006,73,1.1,52,73
Hudson River above Troy Lock,9/19/2011,72,0.1,37,72
Haverstraw Bay mid-channel,9/15/2011,72,0,48,72
GW Bridge mid-channel,11/10/2006,72,3.6,49,72
North River STP at 145th,11/10/2006,72,3.6,47,72
125th St. Pier,6/6/2007,72,3.9,66,72
Athens,8/9/2008,70,1.5,35,70
Kingston Point Beach,6/30/2011,70,0.5,43,70
Kingston STP Outfall,8/10/2008,70,0.5,40,70
Rondout- Eddyville Anchorage,6/18/2008,70,0.2,45,70
Castleton,6/24/2013,69,0,35,69
Norrie Point Yacht Basin,6/22/2013,69,0,36,69
Beacon Harbor,6/29/2011,69,0.5,38,69
Ossining Beach,12/6/2006,69,0,47,69
Mohawk River at Waterford,9/19/2011,68,0.1,35,68
Bethlehem Launch Ramp,5/15/2009,68,0.5,36,68
Poughkeepsie Launch Ramp,8/3/2009,68,1.7,37,68
Upper Sparkill Creek,1/11/2011,68,0,165,68
Hudson River above Troy Lock,8/21/2010,67,0.2,37,67
Hudson River above Troy Lock,7/21/2013,67,0,37,67
Coxsackie Waterfront Park,6/24/2013,67,0,35,67
Athens,7/2/2011,67,2.1,35,67
Esopus Creek West,10/14/2010,67,1.2,42,67
West Point STP Outfall,8/18/2011,67,0.8,36,67
Athens,5/19/2012,66,0.1,35,66
Wappingers Creek,6/30/2011,66,0.5,35,66
Haverstraw Bay mid-channel,7/16/2007,66,0,48,66
Hudson River above Troy Lock,10/15/2012,65,1.4,37,65
Athens,10/16/2010,65,1.3,35,65
Hudson Landing Ramp,6/18/2010,65,0.2,37,65
Hudson Landing Ramp,8/9/2008,65,1.5,37,65
Mohawk River at Waterford,7/21/2013,64,0,35,64
Hudson River above Troy Lock,9/15/2012,64,0.1,37,64
Castleton,6/18/2010,64,0.2,35,64
Kingston Point Beach,9/18/2011,64,0.1,43,64
Kingston Point Beach,7/30/2009,64,0.5,43,64
Kingston STP Outfall,6/15/2012,64,0.5,40,64
Hudson River above Troy Lock,7/2/2011,63,2.1,37,63
Coeymans Landing,9/19/2011,63,0.1,36,63
Annesville Creek,6/20/2013,63,0.5,38,63
Furnace Brook,6/12/2012,63,0.5,48,63
Ossining Beach,10/20/2011,63,0.1,47,63
Ossining Beach,6/28/2011,63,0,47,63
Nyack Launch Ramp,3/5/2012,63,0.2,61,63
Nyack Launch Ramp,11/8/2010,63,0,61,63
Piermont Pier,6/1/2010,63,0,187,63
Piermont Pier,10/17/2013,63,0,187,63
Orangetown STP Outfall,9/23/2008,63,0,57,63
Upper Sparkill Creek,7/11/2008,63,0.1,165,63
GW Bridge mid-channel,9/18/2013,63,0,49,63
Harlem River- Washington Bridge,7/28/2009,63,2,47,63
North River STP at 145th,10/12/2010,63,1.2,47,63
Harlem River- Willis Ave. Bridge,8/17/2010,63,0.3,47,63
Pier 96 Kayak Launch,6/6/2009,63,1.9,39,63
East River mid-channel at Roosevelt Is.,8/17/2010,63,0.3,48,63
East River mid-channel at Roosevelt Is.,10/10/2012,63,0.5,48,63
Newtown Creek- Dutch Kills,7/28/2009,63,2,57,63
Newtown Creek- Metropolitan Ave. Bridge,9/10/2012,63,0.4,57,63
The Battery mid-channel,10/21/2011,63,1.1,49,63
Gowanus Canal,10/16/2013,63,0,37,63
Gowanus Canal,8/9/2010,63,0,37,63
Poughkeepsie Launch Ramp,10/18/2011,62,0.1,37,62
Piermont Pier,9/6/2010,62,0,187,62
125th St. Pier,7/26/2007,62,2.3,66,62
125th St. Pier,8/16/2011,62,6.4,66,62
Pier 96 Kayak Launch,6/19/2013,62,0.2,39,62
Pier 96 Kayak Launch,8/16/2011,62,6.4,39,62
Congress St. Bridge- Troy,9/15/2012,61,0.1,38,61
Fort Montgomery,9/17/2011,61,0.1,36,61
Piermont Pier,9/20/2010,61,0,187,61
Esopus Creek West,10/17/2011,60,0.1,42,60
Upper Sparkill Creek,7/20/2008,60,0,165,60
Upper Sparkill Creek,7/31/2008,60,0,165,60
Albany Rowing Dock,9/19/2011,59,0.1,36,59
Dunn Memorial Bridge- Albany,6/19/2008,59,1.4,38,59
Esopus Creek West,7/1/2011,59,0.5,42,59
Esopus Creek Entrance,7/20/2012,59,0.6,43,59
Rondout- Eddyville Anchorage,9/13/2010,59,0,45,59
Yonkers mid-channel,7/11/2007,59,0,52,59
Rondout- Eddyville Anchorage,10/17/2011,58,0.1,45,58
Newburgh Launch Ramp,10/14/2012,58,0,38,58
Haverstraw Bay mid-channel,12/6/2006,58,0,48,58
Bethlehem Launch Ramp,8/24/2009,57,2.8,36,57
Rondout- Kingston Public Dock,5/19/2012,57,0,39,57
Peekskill Riverfront Green Park,5/13/2009,57,0,42,57
Congress St. Bridge- Troy,6/19/2008,56,1.4,38,56
Congress St. Bridge- Troy,10/15/2012,56,1.4,38,56
Esopus Creek Entrance,10/14/2010,56,1.2,43,56
Rondout- Eddyville Anchorage,6/15/2012,56,0.5,45,56
Beacon Harbor,9/13/2012,56,0,38,56
Beacon Harbor,10/14/2010,56,0.4,38,56
Kingston STP Outfall,8/17/2012,55,0.4,40,55
Hudson River above Troy Lock,5/15/2009,54,0.5,37,54
Poughkeepsie Launch Ramp,5/18/2011,54,2.1,37,54
Albany Rowing Dock,6/16/2012,53,0.2,36,53
Kingston STP Outfall,10/14/2012,53,0,40,53
Little Stony Point,9/17/2011,53,0.1,38,53
Bethlehem Launch Ramp,6/24/2013,52,0,36,52
Rondout- Eddyville Anchorage,5/26/2012,52,0,45,52
Furnace Brook,10/17/2013,52,0,48,52
Furnace Brook,10/11/2012,52,0.1,48,52
Kingsland Pt. Park- Pocantico River,8/18/2010,52,0.5,42,52
TZ Bridge mid-channel,5/17/2011,52,2,57,52
Piermont Pier,9/15/2011,52,0,187,52
Piermont Pier,6/20/2013,52,0.5,187,52
Irvington Beach,10/20/2011,52,0.1,36,52
Upper Sparkill Creek,7/6/2009,52,0,165,52
Dyckman Street Beach,5/12/2009,52,0.6,38,52
Dyckman Street Beach,9/14/2011,52,0,38,52
GW Bridge mid-channel,8/14/2013,52,1,49,52
GW Bridge mid-channel,10/21/2011,52,1.1,49,52
Harlem River- Washington Bridge,5/12/2009,52,0.6,47,52
North River STP at 145th,10/19/2009,52,0.4,47,52
North River STP at 145th,5/16/2011,52,1.1,47,52
North River STP at 145th,7/16/2012,52,0.3,47,52
125th St. Pier,7/28/2009,52,2,66,52
Harlem River- Willis Ave. Bridge,10/21/2011,52,1.1,47,52
East River mid-channel at Roosevelt Is.,7/28/2009,52,2,48,52
"Castle Point, NJ",10/10/2012,52,0.5,39,52
East River mid-channel at 23rd St.,6/22/2009,52,0.7,50,52
East River mid-channel at 23rd St.,6/24/2008,52,0.2,50,52
The Battery mid-channel,8/14/2013,52,1,49,52
The Battery mid-channel,6/6/2009,52,1.9,49,52
Albany Rowing Dock,7/19/2010,51,0.7,36,51
Athens,7/21/2013,51,0,35,51
Catskill Creek- East End,8/21/2010,51,0.2,42,51
Norrie Point Yacht Basin,7/20/2013,51,0.1,36,51
Orangetown STP Outfall,10/11/2012,51,0.1,57,51
Orangetown STP Outfall,9/12/2010,51,0,57,51
Saw Mill River,6/16/2010,51,0.3,50,51
North River STP at 145th,8/14/2013,51,1,47,51
79th St. mid-channel,10/21/2011,51,1.1,49,51
"Castle Point, NJ",8/14/2013,51,1,39,51
"Castle Point, NJ",6/11/2012,51,0,39,51
Mohawk River at Waterford,5/22/2008,50,0.2,35,50
Congress St. Bridge- Troy,9/19/2011,50,0.1,38,50
Congress St. Bridge- Troy,7/19/2010,50,0.7,38,50
Dunn Memorial Bridge- Albany,9/18/2008,50,0,38,50
Kingston STP Outfall,8/18/2013,50,0,40,50
Rondout- Kingston Public Dock,6/18/2008,50,0.2,39,50
Rondout- Kingston Public Dock,8/20/2010,50,0,39,50
Rondout- Eddyville Anchorage,8/7/2008,50,0.3,45,50
Beacon Harbor,6/17/2010,50,0,38,50
Furnace Brook,12/6/2006,50,0,48,50
Piermont Pier,9/8/2008,50,4.8,187,50
Upper Sparkill Creek,3/17/2009,50,0,165,50
Hudson River above Troy Lock,6/16/2012,49,0.2,37,49
Dunn Memorial Bridge- Albany,10/23/2009,49,0,38,49
Coxsackie Waterfront Park,5/20/2012,49,0,35,49
Kingston STP Outfall,9/13/2010,49,0,40,49
Newburgh Launch Ramp,6/22/2013,49,0,38,49
Mohawk River at Waterford,5/15/2009,48,0.5,35,48
Beacon Harbor,8/19/2010,48,1,38,48
Ossining Beach,8/23/2007,48,1.4,47,48
Upper Sparkill Creek,2/2/2010,48,0,165,48
Upper Sparkill Creek,4/29/2009,48,0,165,48
Newtown Creek- Metropolitan Ave. Bridge,8/16/2007,48,0,57,48
Congress St. Bridge- Troy,9/18/2008,47,0,38,47
Coxsackie Waterfront Park,7/2/2011,47,2.1,35,47
Norrie Point Yacht Basin,9/13/2010,47,0,36,47
Fort Montgomery,6/29/2011,47,0.5,36,47
The Battery mid-channel,6/24/2008,47,0.2,49,47
Congress St. Bridge- Troy,6/13/2009,46,0.6,38,46
Dunn Memorial Bridge- Albany,9/21/2013,46,0,38,46
Island Creek/Normans Kill,9/17/2009,46,0,35,46
Malden Launch Ramp,8/20/2010,46,0.2,36,46
GW Bridge mid-channel,12/13/2006,46,0.2,49,46
125th St. Pier,6/8/2007,46,0,66,46
Hudson River above Troy Lock,6/19/2008,45,1.4,37,45
Albany Rowing Dock,5/22/2008,45,0.2,36,45
Castleton,8/9/2008,45,1.5,35,45
Furnace Brook,7/15/2008,45,1.1,48,45
Esopus Creek Entrance,9/14/2010,44,0,43,44
Kingston STP Outfall,8/7/2008,44,0.3,40,44
Upper Sparkill Creek,3/8/2010,44,0,165,44
Dunn Memorial Bridge- Albany,9/17/2009,43,0,38,43
Bethlehem Launch Ramp,9/18/2008,43,0,36,43
Kingston STP Outfall,6/17/2010,43,0,40,43
Rondout- Eddyville Anchorage,7/20/2010,43,0,45,43
Ossining Beach,4/25/2007,43,0,47,43
Piermont Pier,7/11/2007,43,0,187,43
Harlem River- Washington Bridge,7/2/2008,43,0.6,47,43
Mohawk River at Waterford,7/19/2010,42,0.7,35,42
Hudson River above Troy Lock,8/9/2008,42,1.5,37,42
Albany Rowing Dock,6/13/2009,42,0.6,36,42
Coxsackie Waterfront Park,9/14/2010,42,0,35,42
Catskill Creek- First Bridge,7/20/2012,42,0.2,38,42
Ulster Landing Beach,6/23/2013,42,0,36,42
Kingston STP Outfall,6/18/2008,42,0.2,40,42
Rondout- Kingston Public Dock,9/15/2008,42,0.7,39,42
Hudson above Mohawk River,8/9/2008,41,1.5,35,41
Hudson River above Troy Lock,8/19/2013,41,0,37,41
Malden Launch Ramp,10/15/2010,41,1.3,36,41
Rondout- Eddyville Anchorage,6/23/2013,41,0,45,41
Newburgh Launch Ramp,6/17/2008,41,1,38,41
Newburgh Launch Ramp,5/23/2010,41,0,38,41
West Point STP Outfall,9/17/2011,41,0.1,36,41
Peekskill Riverfront Green Park,6/12/2012,41,0.5,42,41
Peekskill Riverfront Green Park,5/16/2012,41,0.6,42,41
Furnace Brook,8/14/2012,41,0,48,41
Furnace Brook,5/20/2008,41,0.3,48,41
Cedar Pond Brook,8/21/2009,41,0,47,41
Cedar Pond Brook,9/19/2013,41,0,47,41
Emeline Beach- Haverstraw,9/15/2011,41,0,38,41
Croton Point Beach,7/22/2010,41,1.5,48,41
Ossining Beach,8/15/2013,41,1.1,47,41
Ossining Beach,10/21/2008,41,0,47,41
Kingsland Pt. Park- Pocantico River,6/12/2012,41,0,42,41
Kingsland Pt. Park- Pocantico River,10/6/2012,41,0.8,42,41
Nyack Launch Ramp,11/6/2012,41,0,61,41
Nyack Launch Ramp,9/15/2011,41,0,61,41
Nyack Launch Ramp,8/10/2010,41,0,61,41
Tarrytown Marina,6/20/2013,41,0.5,27,41
Tarrytown Marina,6/28/2011,41,0,27,41
Piermont Pier,5/24/2010,41,0,187,41
Piermont Pier,8/18/2010,41,0.5,187,41
Piermont Pier,5/16/2012,41,0.6,187,41
Piermont Pier,10/13/2009,41,0.1,187,41
Piermont Pier,7/1/2008,41,0.1,187,41
Orangetown STP Outfall,10/17/2013,41,0,57,41
Upper Sparkill Creek,4/9/2012,41,0,165,41
Yonkers mid-channel,10/21/2008,41,0,52,41
Yonkers mid-channel,11/8/2012,41,1.2,52,41
Saw Mill River,7/17/2013,41,0,50,41
Saw Mill River,9/18/2013,41,0,50,41
Saw Mill River,5/22/2010,41,0,50,41
Yonkers STP Outfall,6/19/2013,41,0.2,51,41
Yonkers STP Outfall,9/18/2013,41,0,51,41
Yonkers STP Outfall,5/22/2010,41,0,51,41
Dyckman Street Beach,6/22/2009,41,0.8,38,41
Dyckman Street Beach,8/17/2010,41,0.3,38,41
Dyckman Street Beach,10/12/2010,41,1.2,38,41
Dyckman Street Beach,7/17/2013,41,0,38,41
GW Bridge mid-channel,5/16/2011,41,1.1,49,41
Harlem River- Washington Bridge,7/11/2007,41,0,47,41
Harlem River- Washington Bridge,8/17/2010,41,0.3,47,41
Harlem River- Washington Bridge,5/21/2010,41,1.1,47,41
North River STP at 145th,9/18/2013,41,0,47,41
125th St. Pier,6/22/2009,41,0.8,66,41
125th St. Pier,6/19/2013,41,0.2,66,41
125th St. Pier,9/18/2013,41,0,66,41
Harlem River- Willis Ave. Bridge,9/14/2011,41,0,47,41
79th St. mid-channel,11/8/2012,41,1.2,49,41
79th St. mid-channel,9/14/2011,41,0,49,41
Pier 96 Kayak Launch,6/22/2009,41,0.8,39,41
East River mid-channel at Roosevelt Is.,6/19/2013,41,0.2,48,41
"Castle Point, NJ",10/19/2009,41,0.4,39,41
"Castle Point, NJ",5/19/2008,41,1,39,41
Newtown Creek- Dutch Kills,5/19/2008,41,1,57,41
East River mid-channel at 23rd St.,10/21/2011,41,1.1,50,41
Newtown Creek- Metropolitan Ave. Bridge,6/19/2013,41,0.2,57,41
The Battery mid-channel,10/10/2012,41,0.5,49,41
Gowanus Canal,9/18/2013,41,0,37,41
Gowanus Canal,9/14/2011,41,0,37,41
Congress St. Bridge- Troy,7/21/2013,40,0,38,40
Albany Rowing Dock,8/9/2008,40,1.5,36,40
Albany Rowing Dock,9/21/2013,40,0,36,40
Island Creek/Normans Kill,6/24/2013,40,1.4,35,40
Esopus Creek Entrance,9/18/2011,40,0.1,43,40
Kingston STP Outfall,7/16/2008,40,0.6,40,40
Rondout- Kingston Public Dock,5/14/2009,40,0.1,39,40
Wappingers Creek,6/17/2008,40,1,35,40
Beacon Harbor,9/17/2011,40,0.1,38,40
Piermont Pier,9/10/2008,40,0.6,187,40
Irvington Beach,10/20/2008,40,0,36,40
Upper Sparkill Creek,8/28/2008,40,0,165,40
Yonkers STP Outfall,12/13/2006,40,0.2,51,40
125th St. Pier,6/3/2007,40,0,66,40
Albany Rowing Dock,9/17/2009,39,0,36,39
Island Creek/Normans Kill,10/21/2013,39,0.2,35,39
Catskill Launch Ramp,6/24/2013,39,0,37,39
Rondout- Eddyville Anchorage,6/2/2013,39,0,45,39
Congress St. Bridge- Troy,7/17/2008,38,0.1,38,38
Castleton,6/19/2008,38,1.4,35,38
Athens,7/21/2012,38,0.2,35,38
Hudson Landing Ramp,9/19/2011,38,0.1,37,38
Esopus Creek West,7/21/2013,38,0.1,42,38
Esopus Creek West,9/14/2010,38,0,42,38
Kingston Point Beach,8/20/2010,38,0,43,38
Marlboro Landing,8/6/2008,38,0.3,35,38
Beacon Harbor,10/14/2012,38,0,38,38
Gay's Point mid-channel,7/2/2011,37,2.1,36,37
Athens,6/4/2013,37,1.2,35,37
Malden Launch Ramp,8/17/2012,37,0.3,36,37
Wappingers Creek,9/17/2011,37,0.1,35,37
Newburgh Launch Ramp,6/14/2012,37,0.5,38,37
Congress St. Bridge- Troy,10/21/2013,36,0.2,38,36
Albany Rowing Dock,8/19/2013,36,0,36,36
Athens,6/18/2008,36,1,35,36
Catskill Creek- First Bridge,6/18/2010,36,0.2,38,36
Catskill Creek- East End,7/21/2013,36,0,42,36
Esopus Creek West,9/18/2011,36,0.1,42,36
Norrie Point Yacht Basin,6/30/2011,36,0.5,36,36
Newburgh Launch Ramp,9/16/2009,36,0,38,36
Fort Montgomery,5/23/2010,36,0,36,36
Harlem River- Washington Bridge,8/16/2007,36,0,47,36
Harlem River- Washington Bridge,12/13/2006,36,0.2,47,36
Congress St. Bridge- Troy,5/15/2009,35,0.5,38,35
Malden Launch Ramp,9/18/2011,35,0.4,36,35
Kingston Point Beach,10/15/2010,35,1.5,43,35
Kingston STP Outfall,10/15/2010,35,1.5,40,35
Kingston STP Outfall,8/20/2011,35,1.1,40,35
Norrie Point Yacht Basin,8/19/2011,35,0.2,36,35
Croton Point Beach,5/20/2008,35,0.3,48,35
Piermont Pier,9/9/2007,35,0,187,35
North River STP at 145th,10/18/2006,35,1.1,47,35
Gowanus Canal,8/16/2007,35,0,37,35
Hudson River above Troy Lock,5/22/2008,34,0.2,37,34
Dunn Memorial Bridge- Albany,8/21/2011,34,0.4,38,34
Coeymans Landing,6/24/2013,34,0,36,34
Catskill Launch Ramp,7/21/2013,34,0,37,34
Esopus Creek West,9/17/2009,34,0,42,34
Kingston STP Outfall,8/8/2008,34,0.3,40,34
Poughkeepsie Launch Ramp,6/22/2013,34,0,37,34
Beacon Harbor,10/18/2013,34,0,38,34
Fort Montgomery,6/9/2009,34,0.9,36,34
Furnace Brook,10/20/2006,34,1.6,48,34
Newtown Creek- Dutch Kills,7/11/2007,34,0,57,34
Mohawk River at Waterford,7/14/2011,33,0.3,35,33
Hudson River above Troy Lock,8/18/2012,33,0.3,37,33
Congress St. Bridge- Troy,9/21/2013,33,0,38,33
Island Creek/Normans Kill,9/21/2013,33,0,35,33
Catskill Launch Ramp,6/3/2013,33,1.2,37,33
Kingston STP Outfall,6/18/2010,33,0,40,33
Rondout- Kingston Public Dock,10/14/2012,33,0,39,33
Norrie Point Yacht Basin,7/20/2012,33,0.6,36,33
Marlboro Landing,10/14/2012,33,0,35,33
Newburgh Launch Ramp,9/13/2012,33,0,38,33
Cold Spring Harbor,9/17/2011,33,0.1,35,33
Cold Spring Harbor,10/14/2010,33,0.4,35,33
Fort Montgomery,7/19/2012,33,0.2,36,33
Cedar Pond Brook,4/25/2007,33,0,47,33
Mohawk River at Waterford,10/23/2009,32,0,35,32
Hudson River above Troy Lock,9/14/2010,32,0,37,32
Dunn Memorial Bridge- Albany,5/22/2008,32,0.2,38,32
Dunn Memorial Bridge- Albany,6/13/2009,32,0.6,38,32
Island Creek/Normans Kill,7/21/2013,32,0,35,32
Bethlehem Launch Ramp,7/19/2010,32,0.7,36,32
Inbocht Bay,6/3/2013,32,1.2,36,32
Malden Launch Ramp,9/14/2010,32,0,36,32
Tivoli Landing,9/18/2011,32,0.1,37,32
Rondout- Eddyville Anchorage,7/20/2012,32,0.6,45,32
Rondout- Eddyville Anchorage,9/14/2012,32,0,45,32
Norrie Point Yacht Basin,6/17/2010,32,0,36,32
Poughkeepsie Launch Ramp,9/17/2011,32,0.1,37,32
Poughkeepsie Launch Ramp,6/14/2012,32,0.5,37,32
Marlboro Landing,5/18/2011,32,2.1,35,32
Little Stony Point,10/22/2008,32,0,38,32
Hudson above Mohawk River,7/21/2013,31,0,35,31
Hudson above Mohawk River,7/19/2010,31,0.7,35,31
Congress St. Bridge- Troy,9/14/2010,31,0,38,31
Albany Rowing Dock,7/2/2011,31,2.1,36,31
Castleton,10/15/2012,31,1,35,31
Catskill Creek- First Bridge,8/21/2010,31,0.2,38,31
Catskill Launch Ramp,9/14/2010,31,0,37,31
Inbocht Bay,10/15/2010,31,1.3,36,31
Esopus Creek Entrance,8/8/2008,31,0.8,43,31
Esopus Creek Entrance,10/17/2011,31,0.1,43,31
Tivoli Landing,9/14/2010,31,0,37,31
Kingston Point Beach,10/27/2012,31,0.2,43,31
Kingston STP Outfall,6/23/2013,31,0,40,31
Rondout- Kingston Public Dock,6/17/2010,31,0,39,31
Rondout- Eddyville Anchorage,5/14/2009,31,0.1,45,31
Rondout- Eddyville Anchorage,8/18/2013,31,0,45,31
Port Ewen Drinking Water Intake,9/17/2011,31,0.1,37,31
Annesville Creek,6/28/2011,31,0,38,31
Peekskill Riverfront Green Park,10/11/2012,31,0.1,42,31
Peekskill Riverfront Green Park,9/11/2012,31,1.4,42,31
Peekskill Riverfront Green Park,8/14/2012,31,0,42,31
Peekskill Riverfront Green Park,6/28/2011,31,0,42,31
Peekskill Riverfront Green Park,10/13/2010,31,0.3,42,31
Stony Point mid-channel,5/17/2011,31,2,44,31
Stony Point mid-channel,10/20/2009,31,0,44,31
Furnace Brook,7/18/2013,31,0,48,31
Furnace Brook,7/29/2009,31,0.8,48,31
Cedar Pond Brook,10/17/2013,31,0,47,31
Cedar Pond Brook,8/17/2011,31,3.4,47,31
Haverstraw Bay mid-channel,5/17/2011,31,2,48,31
Emeline Beach- Haverstraw,6/25/2008,31,0.1,38,31
Croton Point Beach,9/15/2011,31,0,48,31
Croton Point Beach,10/20/2011,31,0.1,48,31
Ossining Beach,9/15/2011,31,0,47,31
Kingsland Pt. Park- Pocantico River,6/23/2009,31,0.7,42,31
Nyack Launch Ramp,10/11/2012,31,0.1,61,31
Nyack Launch Ramp,4/4/2011,31,0.2,61,31
Nyack Launch Ramp,10/20/2009,31,0,61,31
Tarrytown Marina,5/16/2012,31,0.6,27,31
Piermont Pier,10/6/2009,31,0.4,187,31
Piermont Pier,9/22/2009,31,0,187,31
Piermont Pier,5/20/2008,31,0.3,187,31
Orangetown STP Outfall,9/19/2013,31,0,57,31
Orangetown STP Outfall,6/23/2009,31,0.7,57,31
Irvington Beach,7/22/2010,31,1.5,36,31
Saw Mill River,6/19/2013,31,0.2,50,31
Saw Mill River,10/21/2011,31,1.1,50,31
Saw Mill River,9/23/2008,31,0,50,31
Yonkers STP Outfall,10/13/2010,31,1.2,51,31
Yonkers STP Outfall,10/16/2013,31,0,51,31
GW Bridge mid-channel,7/14/2008,31,0.5,49,31
Harlem River- Washington Bridge,6/11/2012,31,0,47,31
Harlem River- Washington Bridge,6/22/2009,31,0.8,47,31
North River STP at 145th,9/14/2011,31,0,47,31
North River STP at 145th,7/28/2009,31,2,47,31
North River STP at 145th,6/22/2009,31,0.8,47,31
125th St. Pier,8/14/2013,31,1,66,31
79th St. mid-channel,10/19/2009,31,0.4,49,31
Pier 96 Kayak Launch,5/31/2013,31,0.5,39,31
Pier 96 Kayak Launch,7/19/2011,31,0.1,39,31
"Castle Point, NJ",6/22/2009,31,0.8,39,31
"Castle Point, NJ",9/14/2011,31,0,39,31
East River mid-channel at 23rd St.,6/5/2009,31,2,50,31
East River mid-channel at 23rd St.,10/10/2012,31,0.5,50,31
East River mid-channel at 23rd St.,8/17/2010,31,0.3,50,31
Hudson above Mohawk River,6/24/2013,30,1.4,35,30
Hudson River above Troy Lock,5/25/2010,30,0,37,30
Congress St. Bridge- Troy,10/23/2009,30,0,38,30
Albany Rowing Dock,10/21/2013,30,0.2,36,30
Island Creek/Normans Kill,7/14/2011,30,0.3,35,30
Athens,10/23/2008,30,0.3,35,30
Athens,10/15/2012,30,1,35,30
Malden Launch Ramp,10/14/2012,30,1,36,30
Peekskill Riverfront Green Park,8/15/2013,30,1.1,42,30
Stony Point mid-channel,8/15/2013,30,1.1,44,30
Cedar Pond Brook,9/9/2007,30,0,47,30
Cedar Pond Brook,8/14/2012,30,0,47,30
Kingsland Pt. Park- Pocantico River,8/6/2008,30,1.6,42,30
Nyack Launch Ramp,9/19/2013,30,0,61,30
Nyack Launch Ramp,6/2/2011,30,0.2,61,30
Nyack Launch Ramp,9/12/2010,30,0,61,30
Nyack Launch Ramp,6/16/2010,30,0,61,30
TZ Bridge mid-channel,5/22/2010,30,0,57,30
TZ Bridge mid-channel,9/7/2008,30,4.8,57,30
Piermont Pier,8/3/2010,30,0,187,30
Piermont Pier,8/21/2008,30,0,187,30
Piermont Pier,5/19/2008,30,1.2,187,30
Orangetown STP Outfall,8/15/2013,30,1.1,57,30
Orangetown STP Outfall,6/20/2013,30,0.5,57,30
Yonkers STP Outfall,9/10/2012,30,0.4,51,30
Dyckman Street Beach,9/11/2010,30,0,38,30
GW Bridge mid-channel,9/14/2011,30,0,49,30
Harlem River- Washington Bridge,6/27/2011,30,0,47,30
125th St. Pier,8/20/2009,30,0.6,66,30
Harlem River- Willis Ave. Bridge,7/19/2011,30,0.1,47,30
79th St. mid-channel,10/18/2006,30,1.1,49,30
Pier 96 Kayak Launch,5/15/2012,30,0.5,39,30
East River mid-channel at Roosevelt Is.,12/13/2006,30,0.2,48,30
