Site,Date,EnteroCount,FourDayRainTotal,SampleCount,EnteroCount1
Hudson above Mohawk River,10/16/2010,>2420,1.3,35,2420
Hudson above Mohawk River,7/31/2009,>2420,1.9,35,2420
Mohawk River at Waterford,7/21/2012,>2420,0.2,35,2420
Mohawk River at Waterford,9/14/2010,>2420,0,35,2420
Hudson River above Troy Lock,7/31/2009,>2420,1.9,37,2420
Congress St. Bridge- Troy,7/31/2009,>2420,1.9,38,2420
Albany Rowing Dock,7/31/2009,>2420,1.9,36,2420
Albany Rowing Dock,10/16/2011,>2420,1.5,36,2420
Dunn Memorial Bridge- Albany,10/16/2011,>2420,1.5,38,2420
Dunn Memorial Bridge- Albany,7/31/2009,>2420,1.9,38,2420
Island Creek/Normans Kill,10/16/2011,>2420,1.5,35,2420
Island Creek/Normans Kill,10/16/2010,>2420,1.3,35,2420
Island Creek/Normans Kill,7/31/2009,>2420,1.9,35,2420
Bethlehem Launch Ramp,6/4/2013,>2420,1.2,36,2420
Athens,7/31/2009,>2420,1.9,35,2420
Hudson Landing Ramp,7/31/2009,>2420,1.9,37,2420
Catskill Creek- First Bridge,8/23/2010,>2420,0.6,38,2420
Catskill Launch Ramp,7/31/2009,>2420,1.9,37,2420
Catskill Creek- East End,8/24/2009,>2420,2.8,42,2420
Catskill Creek- East End,8/23/2010,>2420,0.6,42,2420
Inbocht Bay,7/31/2009,>2420,1.9,36,2420
Esopus Creek West,8/23/2010,>2420,3,42,2420
Esopus Creek West,8/23/2009,>2420,0.6,42,2420
Esopus Creek Entrance,9/19/2012,>2420,2.5,43,2420
Esopus Creek Entrance,8/23/2010,>2420,3,43,2420
Esopus Creek Entrance,8/23/2009,>2420,0.6,43,2420
Tivoli Landing,7/31/2009,>2420,0.3,37,2420
Kingston STP Outfall,8/20/2010,>2420,0,40,2420
Kingston STP Outfall,6/2/2013,>2420,0,40,2420
Kingston STP Outfall,7/30/2009,>2420,0.5,40,2420
Rondout- Kingston Public Dock,7/30/2009,>2420,0.5,39,2420
Rondout- Kingston Public Dock,8/23/2009,>2420,0.6,39,2420
Rondout- Eddyville Anchorage,7/30/2009,>2420,0.5,45,2420
Rondout- Eddyville Anchorage,8/23/2009,>2420,0.6,45,2420
Rondout- Eddyville Anchorage,5/19/2011,>2420,1.8,45,2420
Norrie Point Yacht Basin,5/18/2011,>2420,2.1,36,2420
Marlboro Landing,10/15/2010,>2420,1.5,35,2420
West Point STP Outfall,8/15/2012,>2420,0.4,36,2420
Fort Montgomery,8/15/2012,>2420,0.4,36,2420
Upper Sparkill Creek,9/29/2009,>2420,1.2,165,2420
Upper Sparkill Creek,9/20/2010,>2420,0,165,2420
Upper Sparkill Creek,4/26/2010,>2420,1.4,165,2420
Upper Sparkill Creek,5/3/2010,>2420,1.2,165,2420
Upper Sparkill Creek,6/8/2010,>2420,0.3,165,2420
Upper Sparkill Creek,7/26/2010,>2420,0.8,165,2420
Upper Sparkill Creek,8/24/2010,>2420,2.3,165,2420
Upper Sparkill Creek,8/22/2009,>2420,2.6,165,2420
Upper Sparkill Creek,6/4/2009,>2420,0.8,165,2420
Upper Sparkill Creek,7/14/2012,>2420,0,165,2420
Upper Sparkill Creek,10/6/2012,>2420,0.8,165,2420
Upper Sparkill Creek,9/8/2012,>2420,0.8,165,2420
Upper Sparkill Creek,8/4/2012,>2420,0.1,165,2420
Upper Sparkill Creek,6/26/2012,>2420,0.7,165,2420
Upper Sparkill Creek,6/2/2012,>2420,0.7,165,2420
Upper Sparkill Creek,9/27/2010,>2420,0.2,165,2420
Upper Sparkill Creek,8/29/2009,>2420,1.3,165,2420
Upper Sparkill Creek,6/14/2011,>2420,0.5,165,2420
Upper Sparkill Creek,3/7/2011,>2420,2.3,165,2420
Upper Sparkill Creek,12/13/2010,>2420,1.2,165,2420
Kingsland Pt. Park- Pocantico River,5/17/2011,>24196,2,42,24196
Tarrytown Marina,10/13/2010,>24196,0.3,27,24196
Tarrytown Marina,5/17/2011,>24196,2,27,24196
Orangetown STP Outfall,11/8/2012,>24196,0.1,57,24196
Upper Sparkill Creek,8/6/2008,>24196,1.6,165,24196
Upper Sparkill Creek,9/6/2008,>24196,4.8,165,24196
Saw Mill River,5/17/2011,>24196,1.8,50,24196
Newtown Creek- Dutch Kills,10/12/2010,>24196,1.2,57,24196
Newtown Creek- Dutch Kills,6/5/2009,>24196,2,57,24196
Newtown Creek- Metropolitan Ave. Bridge,7/14/2008,>24196,0.5,57,24196
Newtown Creek- Metropolitan Ave. Bridge,7/23/2008,>24196,1,57,24196
Newtown Creek- Metropolitan Ave. Bridge,9/26/2008,>24196,2.4,57,24196
Newtown Creek- Metropolitan Ave. Bridge,6/18/2009,>24196,2.8,57,24196
Newtown Creek- Metropolitan Ave. Bridge,10/29/2009,>24196,1.9,57,24196
Newtown Creek- Metropolitan Ave. Bridge,10/12/2010,>24196,1.2,57,24196
Gowanus Canal,11/8/2012,>24196,1.2,37,24196
Gowanus Canal,5/15/2012,>24196,0.5,37,24196
Gowanus Canal,5/16/2011,>24196,1.1,37,24196
Gowanus Canal,10/12/2010,>24196,1.2,37,24196
Gowanus Canal,5/16/2008,>24196,1,37,24196
Annesville Creek,8/21/2008,<10,0,38,10
Annesville Creek,9/23/2008,<10,0,38,10
Annesville Creek,8/21/2009,<10,0,38,10
Annesville Creek,9/15/2009,<10,0,38,10
Annesville Creek,5/22/2010,<10,0,38,10
Annesville Creek,8/18/2010,<10,0.5,38,10
Annesville Creek,7/18/2011,<10,0,38,10
Annesville Creek,10/11/2012,<10,0.1,38,10
Annesville Creek,9/19/2013,<10,0,38,10
Annesville Creek,7/18/2013,<10,0,38,10
Peekskill Riverfront Green Park,8/21/2008,<10,0,42,10
Peekskill Riverfront Green Park,7/29/2009,<10,0.8,42,10
Peekskill Riverfront Green Park,8/21/2009,<10,0,42,10
Peekskill Riverfront Green Park,9/15/2009,<10,0,42,10
Peekskill Riverfront Green Park,5/30/2013,<10,0.4,42,10
Peekskill Riverfront Green Park,5/22/2010,<10,0,42,10
Peekskill Riverfront Green Park,7/17/2012,<10,0.2,42,10
Peekskill Riverfront Green Park,8/17/2011,<10,3.4,42,10
Peekskill Riverfront Green Park,8/18/2010,<10,0.5,42,10
Peekskill Riverfront Green Park,9/23/2008,<10,0,42,10
Stony Point mid-channel,8/21/2008,<10,0,44,10
Stony Point mid-channel,6/20/2013,<10,0.5,44,10
Stony Point mid-channel,7/17/2012,<10,0.2,44,10
Stony Point mid-channel,7/18/2013,<10,0,44,10
Stony Point mid-channel,10/21/2008,<10,0,44,10
Stony Point mid-channel,5/30/2013,<10,0.4,44,10
Stony Point mid-channel,9/12/2010,<10,0,44,10
Stony Point mid-channel,10/13/2010,<10,0.3,44,10
Stony Point mid-channel,9/23/2008,<10,0,44,10
Stony Point mid-channel,6/8/2009,<10,0.8,44,10
Stony Point mid-channel,7/29/2009,<10,0.8,44,10
Stony Point mid-channel,9/15/2009,<10,0,44,10
Stony Point mid-channel,5/22/2010,<10,0,44,10
Stony Point mid-channel,6/16/2010,<10,0,44,10
Stony Point mid-channel,8/18/2010,<10,0.5,44,10
Stony Point mid-channel,9/11/2012,<10,1.4,44,10
Stony Point mid-channel,8/14/2012,<10,0,44,10
Stony Point mid-channel,10/17/2013,<10,0,44,10
Stony Point mid-channel,9/19/2013,<10,0,44,10
Stony Point mid-channel,7/18/2011,<10,0,44,10
Furnace Brook,5/30/2013,<10,0.4,48,10
Furnace Brook,8/18/2010,<10,0.5,48,10
Furnace Brook,9/12/2010,<10,0,48,10
Furnace Brook,10/13/2010,<10,0.3,48,10
Furnace Brook,6/28/2011,<10,0,48,10
Furnace Brook,7/18/2011,<10,0,48,10
Furnace Brook,8/17/2011,<10,3.4,48,10
Furnace Brook,5/16/2012,<10,0.6,48,10
Furnace Brook,5/22/2010,<10,0,48,10
Furnace Brook,10/20/2009,<10,0,48,10
Furnace Brook,9/15/2009,<10,0,48,10
Furnace Brook,6/23/2009,<10,0.7,48,10
Furnace Brook,6/8/2009,<10,0.8,48,10
Furnace Brook,10/21/2008,<10,0,48,10
Furnace Brook,9/23/2008,<10,0,48,10
Furnace Brook,8/21/2008,<10,0,48,10
Cedar Pond Brook,7/29/2009,<10,0.8,47,10
Cedar Pond Brook,6/23/2009,<10,0.7,47,10
Cedar Pond Brook,6/8/2009,<10,0.8,47,10
Cedar Pond Brook,9/23/2008,<10,0,47,10
Cedar Pond Brook,8/21/2008,<10,0,47,10
Cedar Pond Brook,10/13/2010,<10,0.3,47,10
Cedar Pond Brook,7/18/2013,<10,0,47,10
Cedar Pond Brook,5/30/2013,<10,0.4,47,10
Cedar Pond Brook,10/11/2012,<10,0.1,47,10
Cedar Pond Brook,5/22/2010,<10,0,47,10
Cedar Pond Brook,5/16/2012,<10,0.6,47,10
Cedar Pond Brook,7/18/2011,<10,0,47,10
Cedar Pond Brook,8/18/2010,<10,0.5,47,10
Cedar Pond Brook,9/15/2009,<10,0,47,10
Cedar Pond Brook,9/11/2012,<10,1.4,47,10
Haverstraw Bay mid-channel,5/16/2012,<10,0.6,48,10
Haverstraw Bay mid-channel,9/15/2009,<10,0,48,10
Haverstraw Bay mid-channel,5/22/2010,<10,0,48,10
Haverstraw Bay mid-channel,7/22/2010,<10,1.5,48,10
Haverstraw Bay mid-channel,8/18/2010,<10,0.5,48,10
Haverstraw Bay mid-channel,10/13/2010,<10,0.3,48,10
Haverstraw Bay mid-channel,6/28/2011,<10,0,48,10
Haverstraw Bay mid-channel,7/18/2011,<10,0,48,10
Haverstraw Bay mid-channel,8/17/2011,<10,3.4,48,10
Haverstraw Bay mid-channel,10/20/2011,<10,0.1,48,10
Haverstraw Bay mid-channel,10/17/2013,<10,0,48,10
Haverstraw Bay mid-channel,7/18/2013,<10,0,48,10
Haverstraw Bay mid-channel,6/8/2009,<10,0.8,48,10
Haverstraw Bay mid-channel,7/29/2009,<10,0.8,48,10
Haverstraw Bay mid-channel,10/21/2008,<10,0,48,10
Haverstraw Bay mid-channel,9/23/2008,<10,0,48,10
Haverstraw Bay mid-channel,8/21/2008,<10,0,48,10
Haverstraw Bay mid-channel,7/15/2008,<10,1.1,48,10
Haverstraw Bay mid-channel,9/9/2007,<10,0,48,10
Haverstraw Bay mid-channel,8/23/2007,<10,1.4,48,10
Haverstraw Bay mid-channel,5/21/2007,<10,0.2,48,10
Haverstraw Bay mid-channel,8/14/2012,<10,0,48,10
Haverstraw Bay mid-channel,10/11/2012,<10,0.1,48,10
Haverstraw Bay mid-channel,9/11/2012,<10,1.4,48,10
Haverstraw Bay mid-channel,5/30/2013,<10,0.4,48,10
Emeline Beach- Haverstraw,9/23/2008,<10,0,38,10
Emeline Beach- Haverstraw,6/8/2009,<10,0.8,38,10
Emeline Beach- Haverstraw,8/21/2009,<10,0,38,10
Emeline Beach- Haverstraw,9/15/2009,<10,0,38,10
Emeline Beach- Haverstraw,6/16/2010,<10,0,38,10
Emeline Beach- Haverstraw,7/18/2011,<10,0,38,10
Emeline Beach- Haverstraw,5/16/2012,<10,0.6,38,10
Emeline Beach- Haverstraw,7/17/2012,<10,0.2,38,10
Emeline Beach- Haverstraw,8/14/2012,<10,0,38,10
Emeline Beach- Haverstraw,9/11/2012,<10,1.4,38,10
Emeline Beach- Haverstraw,10/11/2012,<10,0.1,38,10
Emeline Beach- Haverstraw,5/30/2013,<10,0.4,38,10
Emeline Beach- Haverstraw,6/20/2013,<10,0.5,38,10
Emeline Beach- Haverstraw,8/21/2008,<10,0,38,10
Croton Point Beach,6/20/2007,<10,0.4,48,10
Croton Point Beach,8/23/2007,<10,1.4,48,10
Croton Point Beach,7/15/2008,<10,1.1,48,10
Croton Point Beach,8/21/2008,<10,0,48,10
Croton Point Beach,9/23/2008,<10,0,48,10
Croton Point Beach,10/21/2008,<10,0,48,10
Croton Point Beach,5/13/2009,<10,0,48,10
Croton Point Beach,6/8/2009,<10,0.8,48,10
Croton Point Beach,6/23/2009,<10,0.7,48,10
Croton Point Beach,7/29/2009,<10,0.2,48,10
Croton Point Beach,8/21/2009,<10,0,48,10
Croton Point Beach,9/15/2009,<10,0,48,10
Croton Point Beach,5/22/2010,<10,0,48,10
Croton Point Beach,6/16/2010,<10,0,48,10
Croton Point Beach,9/12/2010,<10,0,48,10
Croton Point Beach,6/28/2011,<10,0,48,10
Croton Point Beach,5/16/2012,<10,0.6,48,10
Croton Point Beach,7/17/2012,<10,0.2,48,10
Croton Point Beach,8/14/2012,<10,0,48,10
Croton Point Beach,9/11/2012,<10,1.4,48,10
Croton Point Beach,5/30/2013,<10,0.4,48,10
Croton Point Beach,6/20/2013,<10,0.5,48,10
Croton Point Beach,8/15/2013,<10,1.1,48,10
Ossining Beach,9/9/2007,<10,0,47,10
Ossining Beach,8/21/2008,<10,0,47,10
Ossining Beach,9/23/2008,<10,0,47,10
Ossining Beach,6/8/2009,<10,0.8,47,10
Ossining Beach,7/29/2009,<10,0.2,47,10
Ossining Beach,9/15/2009,<10,0,47,10
Ossining Beach,10/20/2009,<10,0,47,10
Ossining Beach,8/18/2010,<10,0.5,47,10
Ossining Beach,10/13/2010,<10,0.3,47,10
Ossining Beach,7/18/2011,<10,0,47,10
Ossining Beach,8/17/2011,<10,3.4,47,10
Ossining Beach,5/16/2012,<10,0.6,47,10
Ossining Beach,7/17/2012,<10,0.2,47,10
Ossining Beach,5/30/2013,<10,0.4,47,10
Ossining Beach,10/17/2013,<10,0,47,10
Ossining Beach,8/14/2012,<10,0,47,10
Kingsland Pt. Park- Pocantico River,7/20/2008,<10,0,42,10
Kingsland Pt. Park- Pocantico River,8/21/2008,<10,0,42,10
Kingsland Pt. Park- Pocantico River,10/21/2008,<10,0,42,10
Kingsland Pt. Park- Pocantico River,5/13/2009,<10,0,42,10
Kingsland Pt. Park- Pocantico River,7/29/2009,<10,0.2,42,10
Kingsland Pt. Park- Pocantico River,8/21/2009,<10,0,42,10
Kingsland Pt. Park- Pocantico River,9/15/2009,<10,0,42,10
Kingsland Pt. Park- Pocantico River,10/20/2009,<10,0,42,10
Kingsland Pt. Park- Pocantico River,6/16/2010,<10,0,42,10
Kingsland Pt. Park- Pocantico River,7/18/2011,<10,0,42,10
Kingsland Pt. Park- Pocantico River,11/6/2011,<10,0,42,10
Kingsland Pt. Park- Pocantico River,7/14/2012,<10,0,42,10
Kingsland Pt. Park- Pocantico River,7/17/2012,<10,0.2,42,10
Kingsland Pt. Park- Pocantico River,8/4/2012,<10,0.1,42,10
Kingsland Pt. Park- Pocantico River,8/14/2012,<10,0,42,10
Kingsland Pt. Park- Pocantico River,9/19/2013,<10,0,42,10
Kingsland Pt. Park- Pocantico River,8/17/2011,<10,3.4,42,10
Nyack Launch Ramp,12/5/2011,<10,0,61,10
Nyack Launch Ramp,7/18/2013,<10,0,61,10
Nyack Launch Ramp,6/20/2013,<10,0.5,61,10
Nyack Launch Ramp,7/17/2012,<10,0.2,61,10
Nyack Launch Ramp,5/16/2012,<10,0.6,61,10
Nyack Launch Ramp,7/18/2011,<10,0,61,10
Nyack Launch Ramp,8/18/2010,<10,0.5,61,10
Nyack Launch Ramp,6/23/2009,<10,0.7,61,10
Nyack Launch Ramp,5/22/2010,<10,0,61,10
Nyack Launch Ramp,9/15/2009,<10,0,61,10
Nyack Launch Ramp,7/29/2009,<10,0.2,61,10
Nyack Launch Ramp,6/6/2009,<10,1.6,61,10
Nyack Launch Ramp,5/13/2009,<10,0,61,10
Nyack Launch Ramp,8/21/2008,<10,0,61,10
Nyack Launch Ramp,7/20/2008,<10,0,61,10
TZ Bridge mid-channel,10/19/2008,<10,0,57,10
TZ Bridge mid-channel,5/19/2008,<10,1.2,57,10
TZ Bridge mid-channel,8/17/2011,<10,3.4,57,10
TZ Bridge mid-channel,7/18/2011,<10,0,57,10
TZ Bridge mid-channel,6/28/2011,<10,0,57,10
TZ Bridge mid-channel,9/12/2010,<10,0,57,10
TZ Bridge mid-channel,8/18/2010,<10,0.5,57,10
TZ Bridge mid-channel,7/22/2010,<10,1.5,57,10
TZ Bridge mid-channel,6/16/2010,<10,0,57,10
TZ Bridge mid-channel,10/20/2009,<10,0,57,10
TZ Bridge mid-channel,9/15/2009,<10,0,57,10
TZ Bridge mid-channel,8/21/2009,<10,0,57,10
TZ Bridge mid-channel,7/29/2009,<10,0.2,57,10
TZ Bridge mid-channel,6/23/2009,<10,0.7,57,10
TZ Bridge mid-channel,6/6/2009,<10,1.6,57,10
TZ Bridge mid-channel,5/13/2009,<10,0,57,10
TZ Bridge mid-channel,10/20/2008,<10,0,57,10
TZ Bridge mid-channel,9/23/2008,<10,0,57,10
TZ Bridge mid-channel,8/21/2008,<10,0,57,10
TZ Bridge mid-channel,7/15/2008,<10,1.1,57,10
TZ Bridge mid-channel,10/20/2011,<10,0.1,57,10
TZ Bridge mid-channel,5/16/2008,<10,0.9,57,10
TZ Bridge mid-channel,9/6/2007,<10,0,57,10
TZ Bridge mid-channel,10/17/2013,<10,0,57,10
TZ Bridge mid-channel,8/15/2013,<10,1.1,57,10
TZ Bridge mid-channel,6/20/2013,<10,0.5,57,10
TZ Bridge mid-channel,5/30/2013,<10,0.4,57,10
TZ Bridge mid-channel,10/11/2012,<10,0.1,57,10
TZ Bridge mid-channel,9/11/2012,<10,1.4,57,10
TZ Bridge mid-channel,8/14/2012,<10,0,57,10
TZ Bridge mid-channel,7/17/2012,<10,0.2,57,10
TZ Bridge mid-channel,5/16/2012,<10,0.6,57,10
TZ Bridge mid-channel,8/16/2007,<10,0,57,10
TZ Bridge mid-channel,6/12/2012,<10,0,57,10
Tarrytown Marina,9/19/2013,<10,0,27,10
Tarrytown Marina,9/12/2010,<10,0,27,10
Tarrytown Marina,7/18/2011,<10,0,27,10
Tarrytown Marina,8/17/2011,<10,3.4,27,10
Piermont Pier,5/17/2010,<10,0,187,10
Piermont Pier,10/13/2010,<10,0.3,187,10
Piermont Pier,7/18/2011,<10,0,187,10
Piermont Pier,8/17/2011,<10,3.4,187,10
Piermont Pier,7/17/2012,<10,0.2,187,10
Piermont Pier,8/4/2012,<10,0.1,187,10
Piermont Pier,8/14/2012,<10,0,187,10
Piermont Pier,9/15/2009,<10,0,187,10
Piermont Pier,9/8/2009,<10,0,187,10
Piermont Pier,8/29/2009,<10,1.3,187,10
Piermont Pier,8/21/2009,<10,0,187,10
Piermont Pier,7/19/2009,<10,0.1,187,10
Piermont Pier,7/6/2009,<10,0,187,10
Piermont Pier,6/29/2009,<10,0.7,187,10
Piermont Pier,6/6/2009,<10,1.6,187,10
Piermont Pier,5/19/2009,<10,0.2,187,10
Piermont Pier,9/19/2008,<10,0,187,10
Piermont Pier,9/5/2008,<10,0,187,10
Piermont Pier,7/20/2008,<10,0,187,10
Piermont Pier,7/15/2008,<10,1.1,187,10
Piermont Pier,7/11/2008,<10,0.1,187,10
Piermont Pier,8/16/2007,<10,0,187,10
Orangetown STP Outfall,6/6/2009,<10,1.6,57,10
Orangetown STP Outfall,7/17/2012,<10,0.2,57,10
Orangetown STP Outfall,9/15/2011,<10,0,57,10
Orangetown STP Outfall,8/17/2011,<10,3.4,57,10
Orangetown STP Outfall,7/18/2011,<10,0,57,10
Orangetown STP Outfall,10/13/2010,<10,0.3,57,10
Orangetown STP Outfall,5/22/2010,<10,0,57,10
Orangetown STP Outfall,8/21/2009,<10,0,57,10
Irvington Beach,10/17/2013,<10,0,36,10
Irvington Beach,9/19/2013,<10,0,36,10
Irvington Beach,7/18/2013,<10,0,36,10
Irvington Beach,10/11/2012,<10,0.1,36,10
Irvington Beach,9/11/2012,<10,1.4,36,10
Irvington Beach,7/17/2012,<10,0.2,36,10
Irvington Beach,5/16/2012,<10,0.6,36,10
Irvington Beach,8/17/2011,<10,3.4,36,10
Irvington Beach,7/18/2011,<10,0,36,10
Irvington Beach,6/28/2011,<10,0,36,10
Irvington Beach,10/13/2010,<10,0.3,36,10
Irvington Beach,9/12/2010,<10,0,36,10
Irvington Beach,6/16/2010,<10,0,36,10
Irvington Beach,8/21/2009,<10,0,36,10
Irvington Beach,7/29/2009,<10,0.2,36,10
Irvington Beach,6/23/2009,<10,0.7,36,10
Irvington Beach,6/6/2009,<10,1.6,36,10
Irvington Beach,5/13/2009,<10,0,36,10
Irvington Beach,8/21/2008,<10,0,36,10
Irvington Beach,7/20/2008,<10,0,36,10
Yonkers mid-channel,4/18/2007,<10,8.5,52,10
Yonkers mid-channel,8/16/2007,<10,0,52,10
Yonkers mid-channel,9/6/2007,<10,0,52,10
Yonkers mid-channel,5/19/2008,<10,1,52,10
Yonkers mid-channel,7/14/2008,<10,0.5,52,10
Yonkers mid-channel,8/19/2008,<10,0,52,10
Yonkers mid-channel,10/16/2013,<10,0,52,10
Yonkers mid-channel,10/20/2008,<10,0,52,10
Yonkers mid-channel,6/6/2009,<10,1.9,52,10
Yonkers mid-channel,6/23/2009,<10,0.8,52,10
Yonkers mid-channel,7/29/2009,<10,2,52,10
Yonkers mid-channel,8/21/2009,<10,0.6,52,10
Yonkers mid-channel,9/15/2009,<10,0,52,10
Yonkers mid-channel,5/22/2010,<10,0,52,10
Yonkers mid-channel,7/22/2010,<10,0.1,52,10
Yonkers mid-channel,8/18/2010,<10,0.3,52,10
Yonkers mid-channel,6/28/2011,<10,0,52,10
Yonkers mid-channel,7/18/2011,<10,0,52,10
Yonkers mid-channel,9/15/2011,<10,0,52,10
Yonkers mid-channel,10/21/2011,<10,1.1,52,10
Yonkers mid-channel,5/16/2012,<10,0.6,52,10
Yonkers mid-channel,6/12/2012,<10,0,52,10
Yonkers mid-channel,9/10/2012,<10,0.4,52,10
Yonkers mid-channel,10/10/2012,<10,0.5,52,10
Yonkers mid-channel,5/31/2013,<10,0.5,52,10
Yonkers mid-channel,7/17/2013,<10,0,52,10
Yonkers mid-channel,7/16/2012,<10,0.3,52,10
Yonkers mid-channel,10/19/2008,<10,0,52,10
Saw Mill River,10/10/2012,<10,0.5,50,10
Saw Mill River,9/12/2010,<10,0,50,10
Saw Mill River,9/15/2009,<10,0,50,10
Yonkers STP Outfall,6/28/2011,<10,0,51,10
Yonkers STP Outfall,10/10/2012,<10,0.5,51,10
Yonkers STP Outfall,8/13/2012,<10,0.2,51,10
Yonkers STP Outfall,7/16/2012,<10,0.3,51,10
Yonkers STP Outfall,6/12/2012,<10,0,51,10
Yonkers STP Outfall,8/17/2011,<10,6.4,51,10
Yonkers STP Outfall,7/18/2011,<10,0,51,10
Yonkers STP Outfall,8/18/2010,<10,0.3,51,10
Yonkers STP Outfall,7/22/2010,<10,0.1,51,10
Yonkers STP Outfall,6/16/2010,<10,0.3,51,10
Yonkers STP Outfall,9/15/2009,<10,0,51,10
Yonkers STP Outfall,8/21/2009,<10,0.6,51,10
Yonkers STP Outfall,7/29/2009,<10,2,51,10
Yonkers STP Outfall,6/23/2009,<10,0.8,51,10
Yonkers STP Outfall,10/21/2008,<10,0,51,10
Yonkers STP Outfall,9/23/2008,<10,0,51,10
Yonkers STP Outfall,8/16/2007,<10,0,51,10
Yonkers STP Outfall,7/11/2007,<10,0,51,10
Dyckman Street Beach,6/27/2011,<10,0,38,10
Dyckman Street Beach,9/24/2008,<10,0,38,10
Dyckman Street Beach,7/28/2009,<10,2,38,10
Dyckman Street Beach,8/20/2009,<10,0.6,38,10
Dyckman Street Beach,5/21/2010,<10,1.1,38,10
Dyckman Street Beach,9/14/2009,<10,0.8,38,10
Dyckman Street Beach,7/21/2010,<10,0.1,38,10
Dyckman Street Beach,7/19/2011,<10,0.1,38,10
Dyckman Street Beach,5/19/2008,<10,1,38,10
Dyckman Street Beach,6/11/2012,<10,0,38,10
Dyckman Street Beach,7/16/2012,<10,0.3,38,10
Dyckman Street Beach,8/13/2012,<10,0.2,38,10
Dyckman Street Beach,10/10/2012,<10,0.5,38,10
GW Bridge mid-channel,8/19/2008,<10,0,49,10
GW Bridge mid-channel,9/24/2008,<10,0,49,10
GW Bridge mid-channel,10/20/2008,<10,0,49,10
GW Bridge mid-channel,10/10/2012,<10,0.5,49,10
GW Bridge mid-channel,6/6/2009,<10,1.9,49,10
GW Bridge mid-channel,6/22/2009,<10,0.8,49,10
GW Bridge mid-channel,8/20/2009,<10,0.6,49,10
GW Bridge mid-channel,5/19/2008,<10,1,49,10
GW Bridge mid-channel,7/17/2013,<10,0,49,10
GW Bridge mid-channel,6/19/2013,<10,0.2,49,10
GW Bridge mid-channel,7/16/2012,<10,0.3,49,10
GW Bridge mid-channel,6/11/2012,<10,0,49,10
GW Bridge mid-channel,7/19/2011,<10,0.1,49,10
GW Bridge mid-channel,6/27/2011,<10,0,49,10
GW Bridge mid-channel,8/17/2010,<10,0.3,49,10
GW Bridge mid-channel,7/21/2010,<10,0.1,49,10
GW Bridge mid-channel,5/21/2010,<10,1.1,49,10
GW Bridge mid-channel,9/14/2009,<10,0.8,49,10
GW Bridge mid-channel,9/11/2010,<10,0,49,10
GW Bridge mid-channel,8/13/2012,<10,0.2,49,10
GW Bridge mid-channel,7/28/2009,<10,2,49,10
Harlem River- Washington Bridge,7/17/2013,<10,0,47,10
Harlem River- Washington Bridge,5/31/2013,<10,0.5,47,10
Harlem River- Washington Bridge,5/19/2008,<10,1,47,10
Harlem River- Washington Bridge,8/13/2012,<10,0.2,47,10
Harlem River- Washington Bridge,8/20/2009,<10,0.6,47,10
Harlem River- Washington Bridge,7/21/2010,<10,0.1,47,10
Harlem River- Washington Bridge,10/16/2013,<10,0,47,10
North River STP at 145th,9/11/2010,<10,0,47,10
North River STP at 145th,7/19/2011,<10,0.1,47,10
North River STP at 145th,9/14/2009,<10,0.8,47,10
North River STP at 145th,9/24/2008,<10,0,47,10
North River STP at 145th,8/19/2008,<10,0,47,10
North River STP at 145th,5/19/2008,<10,1,47,10
North River STP at 145th,9/6/2007,<10,0,47,10
North River STP at 145th,10/16/2013,<10,0,47,10
125th St. Pier,9/24/2008,<10,0,66,10
125th St. Pier,8/13/2012,<10,0.2,66,10
125th St. Pier,7/16/2012,<10,0.3,66,10
125th St. Pier,8/17/2010,<10,0.3,66,10
125th St. Pier,5/21/2010,<10,1.1,66,10
125th St. Pier,9/14/2009,<10,0.8,66,10
125th St. Pier,5/12/2009,<10,0.6,66,10
125th St. Pier,10/10/2012,<10,0.5,66,10
125th St. Pier,5/31/2013,<10,0.5,66,10
125th St. Pier,10/19/2009,<10,0.4,66,10
125th St. Pier,7/21/2010,<10,0.1,66,10
125th St. Pier,6/27/2011,<10,0,66,10
Harlem River- Willis Ave. Bridge,6/19/2013,<10,0.2,47,10
Harlem River- Willis Ave. Bridge,8/13/2012,<10,0.2,47,10
Harlem River- Willis Ave. Bridge,6/11/2012,<10,0,47,10
Harlem River- Willis Ave. Bridge,5/15/2012,<10,0.5,47,10
Harlem River- Willis Ave. Bridge,6/27/2011,<10,0,47,10
Harlem River- Willis Ave. Bridge,7/21/2010,<10,0.1,47,10
Harlem River- Willis Ave. Bridge,6/15/2010,<10,0.3,47,10
Harlem River- Willis Ave. Bridge,9/14/2009,<10,0.8,47,10
Harlem River- Willis Ave. Bridge,8/19/2008,<10,0,47,10
Harlem River- Willis Ave. Bridge,7/17/2013,<10,0,47,10
Harlem River- Willis Ave. Bridge,9/24/2008,<10,0,47,10
79th St. mid-channel,7/16/2012,<10,0.3,49,10
79th St. mid-channel,7/19/2011,<10,0.1,49,10
79th St. mid-channel,9/11/2010,<10,0,49,10
79th St. mid-channel,8/17/2010,<10,0.3,49,10
79th St. mid-channel,9/10/2012,<10,0.4,49,10
79th St. mid-channel,5/21/2010,<10,1.1,49,10
79th St. mid-channel,7/28/2009,<10,2,49,10
79th St. mid-channel,7/26/2009,<10,1.8,49,10
79th St. mid-channel,6/22/2009,<10,0.8,49,10
79th St. mid-channel,10/20/2008,<10,0,49,10
